"","SiteID","PithouseID","PithouseOriginalID","Phase","SimplifiedPhase","Reference"
"203","10344","10344-005","5","Kasori EIV","Kasori E (late)","千葉市中野僧御堂遺跡　千葉県文化財センター　1976"
"204","10344","10344-006","6","Kasori EIV","Kasori E (late)","千葉市中野僧御堂遺跡　千葉県文化財センター　1976"
"205","10344","10344-007","7","Horinouchi","Horinouchi","千葉市中野僧御堂遺跡　千葉県文化財センター　1976"
"206","10344","10344-008","8","Kasori EIV","Kasori E (late)","千葉市中野僧御堂遺跡　千葉県文化財センター　1976"
"207","10344","10344-009","9","Kasori EIV","Kasori E (late)","千葉市中野僧御堂遺跡　千葉県文化財センター　1976"
"208","10344","10344-010","10","Kasori EIV","Kasori E (late)","千葉市中野僧御堂遺跡　千葉県文化財センター　1976"
"209","10344","10344-011","11","Kasori EIV - Shomyoji",NA,"千葉市中野僧御堂遺跡　千葉県文化財センター　1976"
"210","10344","10344-012","12","Kasori EIV","Kasori E (late)","千葉市中野僧御堂遺跡　千葉県文化財センター　1976"
"211","10395","10395-001","11","Horinouchi 1","Horinouchi","千葉市矢作貝塚 千葉県文化財センター　1981"
"212","10395","10395-002","12","Horinouchi 1","Horinouchi","千葉市矢作貝塚 千葉県文化財センター　1981"
"213","10395","10395-003","13","Horinouchi 2","Horinouchi","千葉市矢作貝塚 千葉県文化財センター　1981"
"214","10395","10395-004","14","Jomon",NA,"千葉市矢作貝塚 千葉県文化財センター　1981"
"215","10395","10395-005","15","Horinouchi 1","Horinouchi","千葉市矢作貝塚 千葉県文化財センター　1981"
"216","10395","10395-006","16","Horinouchi 1","Horinouchi","千葉市矢作貝塚 千葉県文化財センター　1981"
"217","10435","10435-002","59","Kurohama",NA,"千葉市山ノ神遺跡　千葉市文化材調査協会　1989"
"218","10460","10460-001","1","Middle Jomon",NA,"千葉市へたの台貝塚　千葉市教育委員会　1990"
"219","10460","10460-002","2","Kasori E",NA,"千葉市へたの台貝塚　千葉市教育委員会　1990"
"220","10460","10460-003",NA,"Middle Jomon",NA,NA
"221","10461","10461-001","1","Kasori EII (up to)","Kasori E (early)",NA
"222","10461","10461-002","2","Kasori EII (up to)","Kasori E (early)",NA
"223","10461","10461-003","3","Kasori EII (up to)","Kasori E (early)",NA
"224","10461","10461-004","4","Kasori EII (up to)","Kasori E (early)",NA
"225","10488","10488-001","1","Jomon",NA,"大道遺跡　1981　千葉市教育委員会　"
"226","10519","10519-001","141","Kasori EII (Early)","Kasori E (early)","千葉東南部ニュータウン17　千葉県文化財センター 1990"
"227","10519","10519-002","294","Kasori EII (Early)","Kasori E (early)","千葉東南部ニュータウン17　千葉県文化財センター 1990"
"228","10520","10520-001","W001","Horinouchi 1","Horinouchi","千葉東南部ニュータウン31　千葉県文化財センター　平成１７年　2005"
"229","10520","10520-002","W002","Horinouchi 1","Horinouchi","千葉東南部ニュータウン31　千葉県文化財センター　平成１７年　2005"
"230","10520","10520-003","E101","Horinouchi 1","Horinouchi","千葉東南部ニュータウン31　千葉県文化財センター　平成１７年　2005"
"231","10523","10523-001","12","Kasori EI (Early)","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"232","10523","10523-002","13","Kasori EI (Early)","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"233","10523","10523-003","16","Kasori EI (Early)","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"234","10523","10523-004","17","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"235","10523","10523-005","23","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"236","10523","10523-006","24","Transition between Kasori EI and Kasori EII","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"237","10523","10523-007","25","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"238","10523","10523-008","31","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"239","10523","10523-009","33","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"240","10523","10523-010","35","Kasori EI (Late) - EII (Early)","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"241","10523","10523-011","36","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"242","10523","10523-012","37","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"243","10523","10523-013","51","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン22　千葉県文化財センター 1999"
"244","10523","10523-014","52","Nakabyo",NA,"千葉東南部ニュータウン22　千葉県文化財センター 1999"
"245","10523","10523-015","41","Jomon",NA,"千葉東南部ニュータウン22　千葉県文化財センター 1999"
"246","10523","10523-016","60","Nakabyo",NA,"千葉東南部ニュータウン22　千葉県文化財センター 1999"
"247","10523","10523-017","10","Nakabyo - Kasori E1",NA,"千葉市鎌取場台遺跡　千葉市教育振興財団　2007"
"248","10523","10523-018","11","Kasori EI","Kasori E (early)","千葉市鎌取場台遺跡　千葉市教育振興財団　2007"
"249","10523","10523-019","12","Kasori EII","Kasori E (early)","千葉市鎌取場台遺跡　千葉市教育振興財団　2007"
"250","10526","10526-001","2","Kasori EII (Early)","Kasori E (early)","千葉東南部ニュータウン18　千葉県文化財センター 1993"
"251","10526","10526-002","4","Kasori EIII (old)","Kasori E (late)","千葉東南部ニュータウン18　千葉県文化財センター 1993"
"252","10526","10526-003","5","Kasori EIII (old)","Kasori E (late)","千葉東南部ニュータウン18　千葉県文化財センター 1993"
"253","10526","10526-004","6","Kasori EIII (old)","Kasori E (late)","千葉東南部ニュータウン18　千葉県文化財センター 1993"
"254","10526","10526-005","7","Kasori EIII (old)","Kasori E (late)","千葉東南部ニュータウン18　千葉県文化財センター 1993"
"255","10526","10526-006","9","Kasori EII (Early)","Kasori E (early)","千葉東南部ニュータウン18　千葉県文化財センター 1993"
"256","10526","10526-007","013A","Kasori EII (Early)","Kasori E (early)","千葉東南部ニュータウン18　千葉県文化財センター 1993"
"257","10526","10526-008","40","Kasori EIII (old)","Kasori E (late)","千葉東南部ニュータウン18　千葉県文化財センター 1993"
"258","10526","10526-009","42","Kasori EIII (old)","Kasori E (late)","千葉東南部ニュータウン18　千葉県文化財センター 1993"
"259","10526","10526-010","12","Kasori E",NA,"千葉東南部ニュータウン18　千葉県文化財センター 1993"
"260","10526","10526-011","13B","Jomon",NA,"千葉東南部ニュータウン18　千葉県文化財センター 1993"
"261","10526","10526-012","8","Kasori E (Late)","Kasori E (late)","千葉東南部ニュータウン18　千葉県文化財センター 1993"
"262","10528","10528-001","11","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン12　千葉県文化財センター 1983"
"263","10528","10528-002","13","Kasori EII (Middle)","Kasori E (early)","千葉東南部ニュータウン12　千葉県文化財センター 1983"
"264","10528","10528-003","18","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン12　千葉県文化財センター 1983"
"265","10528","10528-004","47","Otamadai III","Otamadai-Katsuzaka","千葉東南部ニュータウン12　千葉県文化財センター 1983"
"266","10528","10528-005","70","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン12　千葉県文化財センター 1983"
"267","10528","10528-006","87","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン12　千葉県文化財センター 1983"
"268","10528","10528-007","88","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン12　千葉県文化財センター 1983"
"269","10528","10528-008","48","Kurohama (Early)",NA,"千葉東南部ニュータウン12　千葉県文化財センター 1983"
"270","10529","10529-001","8","Kasori E (Late)","Kasori E (late)",NA
"271","10529","10529-002","12","Kasori E",NA,NA
"272","10529","10529-003","41","Middle Jomon",NA,NA
"273","10529","10529-004","SB001","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"274","10529","10529-005","SB004","Otamadai III","Otamadai-Katsuzaka","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"275","10529","10529-006","SB009","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"276","10529","10529-007","SB010","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"277","10529","10529-008","SB011","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"278","10529","10529-009","SB012","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"279","10529","10529-010","SB013A","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"280","10529","10529-011","SB013B","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"281","10529","10529-012","SB017","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"282","10529","10529-013","SB018A","Otamadai II - Kasori EII",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"283","10529","10529-014","SB018B","Otamadai II - Kasori EII",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"284","10529","10529-015","SB019","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"285","10529","10529-016","SB021A","Nakabyo",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"286","10529","10529-017","SB047A","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"287","10529","10529-018","SB047B","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"288","10529","10529-019","SB048A","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"289","10529","10529-020","SB048B","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"290","10529","10529-021","SB048C","Kasori EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"291","10529","10529-022","SB048D","Kasori EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"292","10529","10529-023","SB048E","Kasori EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"293","10529","10529-024","SB049A","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"294","10529","10529-025","SB049B","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"295","10529","10529-026","SB051A","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"296","10529","10529-027","SB051B","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"297","10529","10529-028","SB052A","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"298","10529","10529-029","SB052B","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"299","10529","10529-030","SB053","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"300","10529","10529-031","SB054","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"301","10529","10529-032","SB056","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"302","10529","10529-033","SB057","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"303","10529","10529-034","SB058A","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"304","10529","10529-035","SB058B","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"305","10529","10529-036","SB059","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"306","10529","10529-037","SB060","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"307","10529","10529-038","SB061","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"308","10529","10529-039","SB062","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"309","10529","10529-040","SB063","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"310","10529","10529-041","SB064A","Otamadai III - Nakabyo","Otamadai-Katsuzaka","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"311","10529","10529-042","SB064B","Otamadai III - Nakabyo","Otamadai-Katsuzaka","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"312","10529","10529-043","SB065","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"313","10529","10529-044","SB068","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"314","10529","10529-045","SB070","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"315","10529","10529-046","SB071","Otamadai IV - Nakabyo","Otamadai-Katsuzaka","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"316","10529","10529-047","SB073","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"317","10529","10529-048","SB074A","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"318","10529","10529-049","SB074B","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"319","10529","10529-050","SB074C","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"320","10529","10529-051","SB077","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"321","10529","10529-052","SB079","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"322","10529","10529-053","SB081A","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"323","10529","10529-054","SB081B","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"324","10529","10529-055","SB082","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"325","10529","10529-056","SB084A","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"326","10529","10529-057","SB084B","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"327","10529","10529-058","SB084C","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"328","10529","10529-059","SB085A","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"329","10529","10529-060","SB085B","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"330","10529","10529-061","SB086A","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"331","10529","10529-062","SB086B","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"332","10529","10529-063","SB086C","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"333","10529","10529-064","SB087","Nakabyo",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"334","10529","10529-065","SB088","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"335","10529","10529-066","SB089A","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"336","10529","10529-067","SB089B","Otamadai III - Nakabyo","Otamadai-Katsuzaka","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"337","10529","10529-068","SB090","Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"338","10529","10529-069","SB091","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"339","10529","10529-070","SB093A","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"340","10529","10529-071","SB093B","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"341","10529","10529-072","SB094","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"342","10529","10529-073","SB095","Otamadai IV - Nakabyo","Otamadai-Katsuzaka","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"343","10529","10529-074","SB096A","Nakabyo",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"344","10529","10529-075","SB096B","Nakabyo",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"345","10529","10529-076","SB096C","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"346","10529","10529-077","SB097","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"347","10529","10529-078","SB098A","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"348","10529","10529-079","SB098B","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"349","10529","10529-080","SB098C","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"350","10529","10529-081","SB099","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"351","10529","10529-082","SB100","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"352","10529","10529-083","SB107","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"353","10529","10529-084","SB109","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"354","10529","10529-085","SB114","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"355","10529","10529-086","SB115","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"356","10529","10529-087","SB116","Nakabyo",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"357","10529","10529-088","SB117","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"358","10529","10529-089","SB119","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"359","10529","10529-090","SB120","Nakabyo",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"360","10529","10529-091","SB121A","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"361","10529","10529-092","SB121B","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"362","10529","10529-093","SB122","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"363","10529","10529-094","SB124","Kasori EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"364","10529","10529-095","SB125","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"365","10529","10529-096","SB126","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"366","10529","10529-097","SB127","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"367","10529","10529-098","SB128","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"368","10529","10529-099","SB130","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"369","10529","10529-100","SB131","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"370","10529","10529-101","SB132","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"371","10529","10529-102","SB133","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"372","10529","10529-103","SB135","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"373","10529","10529-104","SB136","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"374","10529","10529-105","SB137","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"375","10529","10529-106","SB139","Otamadai II - IV","Otamadai-Katsuzaka","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"376","10529","10529-107","SB142A","Nakabyo",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"377","10529","10529-108","SB142B","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"378","10529","10529-109","SB167","Nakabyo",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"379","10529","10529-110","SB172A","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"380","10529","10529-111","SB172B","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"381","10529","10529-112","SB173","Nakabyo",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"382","10529","10529-113","SB174","Otamadai I - II","Otamadai-Katsuzaka","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"383","10529","10529-114","SB175A","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"384","10529","10529-115","SB175B","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"385","10529","10529-116","SB176","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"386","10529","10529-117","SB177A","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"387","10529","10529-118","SB177B","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"388","10529","10529-119","SB178","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"389","10529","10529-120","SB180A","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"390","10529","10529-121","SB180B","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"391","10529","10529-122","SB182","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"392","10529","10529-123","SB184","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"393","10529","10529-124","SB185A","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"394","10529","10529-125","SB185B","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"395","10529","10529-126","SB186A","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"396","10529","10529-127","SB186B","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"397","10529","10529-128","SB186C","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"398","10529","10529-129","SB186D","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"399","10529","10529-130","SB187","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"400","10529","10529-131","SB190","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"401","10529","10529-132","SB191A","Kasori EI?","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"402","10529","10529-133","SB191B","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"403","10529","10529-134","SB192","Nakabyo - Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"404","10529","10529-135","SB193","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"405","10529","10529-136","SB194A","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"406","10529","10529-137","SB194B","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"407","10529","10529-138","SB195A","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"408","10529","10529-139","SB195B","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"409","10529","10529-140","SB195C","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"410","10529","10529-141","SB196","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"411","10529","10529-142","SB197","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"412","10529","10529-143","SB199","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"413","10529","10529-144","SB200","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"414","10529","10529-145","SB203","Kasori EI","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"415","10529","10529-146","SB204A","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"416","10529","10529-147","SB204B","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"417","10529","10529-148","SB205","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"418","10529","10529-149","SB207","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"419","10529","10529-150","SB208","Otamadai III-Nakabyo","Otamadai-Katsuzaka","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"420","10529","10529-151","SB209","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"421","10529","10529-152","SB210","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"422","10529","10529-153","SB211","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"423","10529","10529-154","SB213","Nakabyo",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"424","10529","10529-155","SB216","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"425","10529","10529-156","SB225","Kasori EIII - EIV","Kasori E (late)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"426","10529","10529-157","SB226","Kasori EIII - EIV","Kasori E (late)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"427","10529","10529-158","SB231","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"428","10529","10529-159","SB236","Kasori EIII - EIV","Kasori E (late)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"429","10529","10529-160","SB238","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"430","10529","10529-161","SB239","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"431","10529","10529-162","SB241","Kasori EI - EII","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"432","10529","10529-163","SB243A","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"433","10529","10529-164","SB243B","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
