"YearBCE","Sites","SPD"
-4421,77,0.0468133338
-4420,77,0.046775993
-4419,77,0.046769449
-4418,77,0.0467914943
-4417,77,0.0468400773
-4416,77,0.0469128124
-4415,77,0.0470009832
-4414,77,0.0471041687
-4413,77,0.0472223629
-4412,77,0.0473553637
-4411,77,0.0475029713
-4410,77,0.0476595633
-4409,77,0.0478251982
-4408,77,0.0479999346
-4407,77,0.0481838309
-4406,77,0.0483769455
-4405,77,0.0485749288
-4404,77,0.0487778999
-4403,77,0.048985979
-4402,77,0.049199287
-4401,77,0.0494179455
-4400,77,0.0495698883
-4399,77,0.0496563785
-4398,77,0.0496787208
-4397,77,0.0496378789
-4396,77,0.0495352262
-4395,77,0.0493706904
-4394,77,0.0491440561
-4393,77,0.0488547551
-4392,77,0.0485029974
-4391,77,0.0480885754
-4390,77,0.0476363669
-4389,77,0.0471490725
-4388,77,0.0466291107
-4387,77,0.0460788151
-4386,77,0.0455004314
-4385,77,0.0449188374
-4384,77,0.0443369249
-4383,77,0.0437571075
-4382,77,0.0431818433
-4381,77,0.0426134729
-4380,77,0.0420842671
-4379,77,0.0415956945
-4378,77,0.0411486237
-4377,77,0.0407442016
-4376,77,0.0403831645
-4375,77,0.0400579061
-4374,77,0.0397697344
-4373,77,0.0395194553
-4372,77,0.0393083142
-4371,77,0.0391368568
-4370,77,0.0389985097
-4369,77,0.0388942101
-4368,77,0.0388247988
-4367,77,0.0387914769
-4366,77,0.0387944603
-4365,77,0.0388251216
-4364,77,0.0388838558
-4363,77,0.0389710126
-4362,77,0.0390869568
-4361,77,0.0392317901
-4360,77,0.0394095238
-4359,77,0.0396208932
-4358,77,0.0398674548
-4357,77,0.0401498359
-4356,77,0.0404705696
-4355,77,0.0408305861
-4354,77,0.0412311797
-4353,77,0.0416724075
-4352,77,0.0421534673
-4351,77,0.0426713325
-4350,77,0.0432623012
-4349,77,0.0439203994
-4348,77,0.0446385752
-4347,77,0.04540952
-4346,77,0.0462255373
-4345,77,0.0470782717
-4344,77,0.0479621994
-4343,77,0.0488719036
-4342,77,0.0498016729
-4341,77,0.0507455869
-4340,77,0.0517058999
-4339,77,0.0526787835
-4338,77,0.0536607222
-4337,77,0.0546483208
-4336,77,0.0556383115
-4335,77,0.0566348163
-4334,77,0.0576349071
-4333,77,0.0586361338
-4332,77,0.0596360024
-4331,77,0.0606321361
-4330,77,0.061627374
-4329,77,0.0626186244
-4328,77,0.0636033832
-4327,77,0.0645788605
-4326,77,0.0655426744
-4325,77,0.0664970461
-4324,77,0.0674391041
-4323,77,0.0683664564
-4322,77,0.069276047
-4321,77,0.0701656907
-4320,77,0.0710308876
-4319,77,0.071868647
-4318,77,0.0726762325
-4317,77,0.0734501165
-4316,77,0.0741879556
-4315,77,0.0748839266
-4314,77,0.0755351506
-4313,77,0.076138913
-4312,77,0.0766926362
-4311,77,0.0771941891
-4310,77,0.0776377044
-4309,77,0.0780214023
-4308,77,0.0783428461
-4307,77,0.078600689
-4306,77,0.0787916375
-4305,77,0.078927054
-4304,77,0.0790051358
-4303,77,0.0790257332
-4302,77,0.0789893487
-4301,77,0.0788987181
-4300,77,0.0787952949
-4299,77,0.0786823531
-4298,77,0.0785635571
-4297,77,0.078442827
-4296,77,0.0783245952
-4295,77,0.0782284329
-4294,77,0.0781546724
-4293,77,0.0781027005
-4292,77,0.0780715973
-4291,77,0.078060176
-4290,77,0.0780655655
-4289,77,0.0780821715
-4288,77,0.0781045592
-4287,77,0.0781268778
-4286,77,0.0781439173
-4285,77,0.0781492613
-4284,77,0.0781391414
-4283,77,0.0781101504
-4282,77,0.0780593373
-4281,77,0.0779842882
-4280,77,0.0778968889
-4279,77,0.0777974642
-4278,77,0.0776863584
-4277,77,0.0775639344
-4276,77,0.0774305721
-4275,77,0.0772914319
-4274,77,0.077147583
-4273,77,0.0769999249
-4272,77,0.0768497886
-4271,77,0.0766983283
-4270,77,0.0765265536
-4269,77,0.0763367754
-4268,77,0.0761312721
-4267,77,0.0759128656
-4266,77,0.0756842794
-4265,77,0.0754370938
-4264,77,0.0751758363
-4263,77,0.0749053575
-4262,77,0.07463069
-4261,77,0.0743569083
-4260,77,0.074082692
-4259,77,0.0738166963
-4258,77,0.0735666315
-4257,77,0.0733393305
-4256,77,0.0731398049
-4255,77,0.0729573148
-4254,77,0.0727943106
-4253,77,0.0726507441
-4252,77,0.072525426
-4251,77,0.0724155202
-4250,77,0.0722910836
-4249,77,0.0721500452
-4248,77,0.0719908108
-4247,77,0.0718123027
-4246,77,0.0716132385
-4245,77,0.071380474
-4244,77,0.0711168556
-4243,77,0.070825967
-4242,77,0.0705120468
-4241,77,0.0701798676
-4240,77,0.0698376812
-4239,77,0.0694917771
-4238,77,0.0691482514
-4237,77,0.0688135775
-4236,77,0.0684935464
-4235,77,0.0681908057
-4234,77,0.067908304
-4233,77,0.067648563
-4232,77,0.0674135918
-4231,77,0.0672048179
-4230,77,0.0670031666
-4229,77,0.0668072836
-4228,77,0.0666162662
-4227,77,0.0664293328
-4226,77,0.0662458497
-4225,77,0.0660571924
-4224,77,0.0658629421
-4223,77,0.0656630445
-4222,77,0.0654572346
-4221,77,0.0652455909
-4220,77,0.065047977
-4219,77,0.0648645368
-4218,77,0.0646953949
-4217,77,0.0645406642
-4216,77,0.06440066
-4215,77,0.0642875541
-4214,77,0.0641994375
-4213,77,0.0641339743
-4212,77,0.0640885086
-4211,77,0.0640601731
-4210,77,0.0640506773
-4209,77,0.0640523782
-4208,77,0.0640584128
-4207,77,0.0640626338
-4206,77,0.0640607554
-4205,77,0.0640489792
-4204,77,0.0640259293
-4203,77,0.0639920564
-4202,77,0.0639495021
-4201,77,0.0639017699
-4200,77,0.0638562454
-4199,77,0.0638152338
-4198,77,0.0637806838
-4197,77,0.0637541978
-4196,77,0.0637373797
-4195,77,0.0637269926
-4194,77,0.0637231962
-4193,77,0.0637257984
-4192,77,0.0637344866
-4191,77,0.0637488435
-4190,77,0.0637615703
-4189,77,0.0637724459
-4188,77,0.0637812559
-4187,77,0.0637875966
-4186,77,0.0637914788
-4185,77,0.0637903387
-4184,77,0.0637848372
-4183,77,0.0637757055
-4182,77,0.0637637363
-4181,77,0.0637497723
-4180,77,0.063736307
-4179,77,0.0637247748
-4178,77,0.0637159014
-4177,77,0.0637102712
-4176,77,0.0637083019
-4175,77,0.0637105057
-4174,77,0.0637169343
-4173,77,0.0637272646
-4172,77,0.0637413786
-4171,77,0.0637588144
-4170,77,0.0637789007
-4169,77,0.0638011526
-4168,77,0.0638249792
-4167,77,0.063849689
-4166,77,0.0638742879
-4165,77,0.0639011927
-4164,77,0.0639301702
-4163,77,0.0639609717
-4162,77,0.0639933342
-4161,77,0.0640269801
-4160,77,0.0640701585
-4159,77,0.064121181
-4158,77,0.0641781303
-4157,77,0.0642389145
-4156,77,0.0643013374
-4155,77,0.0643648597
-4154,77,0.0644266339
-4153,77,0.064483253
-4152,77,0.0645314024
-4151,77,0.0645682666
-4150,77,0.0646002229
-4149,77,0.0646270942
-4148,77,0.0646488395
-4147,77,0.0646655442
-4146,77,0.0646774086
-4145,77,0.0646876462
-4144,77,0.0646962697
-4143,77,0.0647036093
-4142,77,0.0647100808
-4141,77,0.0647161696
-4140,77,0.0647226403
-4139,77,0.0647295387
-4138,77,0.0647369102
-4137,77,0.0647449978
-4136,77,0.0647532471
-4135,77,0.0647633966
-4134,77,0.064775616
-4133,77,0.0647900682
-4132,77,0.0648069093
-4131,77,0.0648262883
-4130,77,0.0648458027
-4129,77,0.0648654661
-4128,77,0.0648855318
-4127,77,0.0649062551
-4126,77,0.0649278927
-4125,77,0.0649499807
-4124,77,0.0649719387
-4123,77,0.0649935707
-4122,77,0.0650146964
-4121,77,0.0650351526
-4120,77,0.0650549609
-4119,77,0.065074137
-4118,77,0.065092707
-4117,77,0.0651107082
-4116,77,0.0651281884
-4115,77,0.0651407876
-4114,77,0.0651483277
-4113,77,0.0651506697
-4112,77,0.0651477168
-4111,77,0.0651396289
-4110,77,0.0651251611
-4109,77,0.0651059211
-4108,77,0.0650835174
-4107,77,0.065059721
-4106,77,0.0650363981
-4105,77,0.0650150509
-4104,77,0.0649976804
-4103,77,0.064987058
-4102,77,0.0649854754
-4101,77,0.0649949594
-4100,77,0.0650060645
-4099,77,0.0650183233
-4098,77,0.0650312634
-4097,77,0.0650442147
-4096,77,0.0650569145
-4095,77,0.0650650267
-4094,77,0.0650683901
-4093,77,0.0650668902
-4092,77,0.0650604574
-4091,77,0.0650490649
-4090,77,0.0650356729
-4089,77,0.0650207847
-4088,77,0.065004698
-4087,77,0.0649877089
-4086,77,0.0649705019
-4085,77,0.0649515537
-4084,77,0.0649307507
-4083,77,0.0649079795
-4082,77,0.064883127
-4081,77,0.064856081
-4080,77,0.0648252754
-4079,77,0.0647897165
-4078,77,0.0647484693
-4077,77,0.0647006766
-4076,77,0.0646455745
-4075,77,0.0645773208
-4074,77,0.0644960606
-4073,77,0.0644018238
-4072,77,0.0642944664
-4071,77,0.064174012
-4070,77,0.0640334058
-4069,77,0.0638716028
-4068,77,0.0636867016
-4067,77,0.0634766334
-4066,77,0.0632379631
-4065,77,0.0629738516
-4064,77,0.0626816513
-4063,77,0.0623587277
-4062,77,0.0620032874
-4061,77,0.0616132415
-4060,77,0.0612031739
-4059,77,0.0607730147
-4058,77,0.0603229909
-4057,77,0.0598534127
-4056,77,0.0593644983
-4055,77,0.0588779138
-4054,77,0.0583937646
-4053,77,0.0579124017
-4052,77,0.0574338202
-4051,77,0.0569582462
-4050,77,0.0564962058
-4049,77,0.0560480121
-4048,77,0.0556139401
-4047,77,0.055194425
-4046,77,0.054789463
-4045,77,0.0544069666
-4044,77,0.0540466293
-4043,77,0.0537080828
-4042,77,0.0533908731
-4041,77,0.0530944714
-4040,77,0.0528097395
-4039,77,0.0525362531
-4038,77,0.0522737796
-4037,77,0.0520220751
-4036,77,0.0517808865
-4035,77,0.0515416141
-4034,77,0.0513043749
-4033,77,0.0510692874
-4032,77,0.0508362734
-4031,77,0.0506056556
-4030,77,0.0503716181
-4029,77,0.0501347724
-4028,77,0.049895862
-4027,77,0.0496555512
-4026,77,0.0494144108
-4025,77,0.0491689252
-4024,77,0.0489190818
-4023,77,0.0486644309
-4022,77,0.0484051335
-4021,77,0.0481412559
-4020,77,0.0478798909
-4019,77,0.047621757
-4018,77,0.0473685246
-4017,77,0.047122135
-4016,77,0.0468860059
-4015,77,0.0466620251
-4014,77,0.0464532227
-4013,77,0.046262821
-4012,77,0.0460930234
-4011,77,0.0459461406
-4010,77,0.0457994218
-4009,77,0.0456536075
-4008,77,0.0455094564
-4007,77,0.0453677386
-4006,77,0.0452294017
-4005,77,0.0450718862
-4004,77,0.0448963121
-4003,77,0.0447034714
-4002,77,0.0444946239
-4001,77,0.0442709002
-4000,77,0.0440228449
-3999,77,0.0437525936
-3998,77,0.0434627829
-3997,77,0.0431559077
-3996,77,0.0428345041
-3995,77,0.0424946054
-3994,77,0.0421400973
-3993,77,0.0417747894
-3992,77,0.041402204
-3991,77,0.041026064
-3990,77,0.0406589165
-3989,77,0.0403035462
-3988,77,0.0399618762
-3987,77,0.0396348996
-3986,77,0.0393230799
-3985,77,0.0390345539
-3984,77,0.0387678142
-3983,77,0.0385205836
-3982,77,0.038290084
-3981,77,0.0380725386
-3980,77,0.0378718681
-3979,77,0.0376857792
-3978,77,0.037511991
-3977,77,0.037347909
-3976,77,0.0371908971
-3975,77,0.0370480249
-3974,77,0.0369180778
-3973,77,0.0368000871
-3972,77,0.0366927303
-3971,77,0.0365947129
-3970,77,0.036502214
-3969,77,0.0364140573
-3968,77,0.036328958
-3967,77,0.0362457426
-3966,77,0.0361631567
-3965,77,0.0360799018
-3964,77,0.0359954948
-3963,77,0.0359093328
-3962,77,0.0358210637
-3961,77,0.0357303704
-3960,77,0.035641778
-3959,77,0.0355547231
-3958,77,0.0354686065
-3957,77,0.0353827925
-3956,77,0.0352964221
-3955,77,0.0352174445
-3954,77,0.0351449789
-3953,77,0.0350778755
-3952,77,0.0350151121
-3951,77,0.0349556075
-3950,77,0.0349035301
-3949,77,0.0348569297
-3948,77,0.034813398
-3947,77,0.0347707048
-3946,77,0.0347266098
-3945,77,0.0346813695
-3944,77,0.0346316784
-3943,77,0.0345743536
-3942,77,0.03450657
-3941,77,0.0344253619
-3940,77,0.0343196744
-3939,77,0.034187005
-3938,77,0.0340257272
-3937,77,0.0338351565
-3936,77,0.0336151474
-3935,77,0.0333586008
-3934,77,0.0330673029
-3933,77,0.0327436397
-3932,77,0.032391116
-3931,77,0.0320138482
-3930,77,0.0316250853
-3929,77,0.0312275341
-3928,77,0.030823697
-3927,77,0.030416391
-3926,77,0.0300084742
-3925,77,0.0296067132
-3924,77,0.0292131635
-3923,77,0.0288298127
-3922,77,0.0284585546
-3921,77,0.0281011664
-3920,77,0.0277451234
-3919,77,0.0273924868
-3918,77,0.0270452935
-3917,77,0.0267053247
-3916,77,0.0263745176
-3915,77,0.026058261
-3914,77,0.0257569392
-3913,77,0.025470813
-3912,77,0.025200028
-3911,77,0.0249446252
-3910,77,0.0247136858
-3909,77,0.0245078697
-3908,77,0.0243275936
-3907,77,0.0241732469
-3906,77,0.024045374
-3905,77,0.0239449071
-3904,77,0.0238734019
-3903,77,0.0238328643
-3902,77,0.0238244983
-3901,77,0.0238500443
-3900,77,0.0238954581
-3899,77,0.0239613044
-3898,77,0.0240476537
-3897,77,0.0241546515
-3896,77,0.0242823182
-3895,77,0.0244102254
-3894,77,0.0245383807
-3893,77,0.0246667915
-3892,77,0.0247954657
-3891,77,0.0249244109
-3890,77,0.025057807
-3889,77,0.0251956147
-3888,77,0.0253377941
-3887,77,0.0254843044
-3886,77,0.0256351043
-3885,77,0.0258151976
-3884,77,0.026024192
-3883,77,0.0262617576
-3882,77,0.0265270316
-3881,77,0.0268190206
-3880,77,0.0271247223
-3879,77,0.0274435949
-3878,77,0.0277752531
-3877,77,0.0281192706
-3876,77,0.0284751803
-3875,77,0.0288209149
-3874,77,0.0291563207
-3873,77,0.0294812652
-3872,77,0.0297956364
-3871,77,0.0300993417
-3870,77,0.0304124745
-3869,77,0.0307342983
-3868,77,0.0310641077
-3867,77,0.0314010354
-3866,77,0.0317444215
-3865,77,0.0320918056
-3864,77,0.0324430349
-3863,77,0.0327979547
-3862,77,0.0331566099
-3861,77,0.0335186464
-3860,77,0.0338739084
-3859,77,0.0342216408
-3858,77,0.0345612806
-3857,77,0.0348922465
-3856,77,0.0352139484
-3855,77,0.035518253
-3854,77,0.0358033509
-3853,77,0.0360673755
-3852,77,0.0363090628
-3851,77,0.0365266077
-3850,77,0.0367188369
-3849,77,0.0368851637
-3848,77,0.0370255106
-3847,77,0.0371397391
-3846,77,0.0372278485
-3845,77,0.0373106706
-3844,77,0.0373881649
-3843,77,0.0374600929
-3842,77,0.0375262243
-3841,77,0.0375863388
-3840,77,0.0376309289
-3839,77,0.0376599665
-3838,77,0.0376734962
-3837,77,0.0376716266
-3836,77,0.0376545228
-3835,77,0.0376047943
-3834,77,0.0375225537
-3833,77,0.0374080905
-3832,77,0.0372616741
-3831,77,0.037084162
-3830,77,0.0368731907
-3829,77,0.0366303046
-3828,77,0.0363566023
-3827,77,0.036053446
-3826,77,0.035722073
-3825,77,0.0353751435
-3824,77,0.0350143414
-3823,77,0.0346414158
-3822,77,0.0342582018
-3821,77,0.0338657445
-3820,77,0.0334674531
-3819,77,0.0330638653
-3818,77,0.0326554866
-3817,77,0.0322429877
-3816,77,0.0318266125
-3815,77,0.0314027725
-3814,77,0.0309716938
-3813,77,0.0305335947
-3812,77,0.0300884864
-3811,77,0.0296367737
-3810,77,0.0291782253
-3809,77,0.0287129278
-3808,77,0.0282409681
-3807,77,0.0277624331
-3806,77,0.0272774104
-3805,77,0.0267856477
-3804,77,0.0262871852
-3803,77,0.0257820659
-3802,77,0.0252703358
-3801,77,0.0247520441
-3800,77,0.0242358449
-3799,77,0.0237221388
-3798,77,0.0232110645
-3797,77,0.0227027508
-3796,77,0.0221973184
-3795,77,0.0216932839
-3794,77,0.0211907307
-3793,77,0.0206899415
-3792,77,0.0201911917
-3791,77,0.0196947478
-3790,77,0.0192114075
-3789,77,0.0187412778
-3788,77,0.0182843953
-3787,77,0.017840734
-3786,77,0.0174102136
-3785,77,0.0169922933
-3784,77,0.0165871125
-3783,77,0.0161949688
-3782,77,0.0158158612
-3781,77,0.0154495127
-3780,77,0.0151061348
-3779,77,0.0147847295
-3778,77,0.0144845877
-3777,77,0.0142047775
-3776,77,0.0139443398
-3775,77,0.0137065689
-3774,77,0.0134897829
-3773,77,0.0132924061
-3772,77,0.0131127572
-3771,77,0.0129497277
-3770,77,0.0127980922
-3769,77,0.0126574662
-3768,77,0.0125274878
-3767,77,0.0124082694
-3766,77,0.0122997176
-3765,77,0.0121979472
-3764,77,0.0121027904
-3763,77,0.0120140879
-3762,77,0.011931688
-3761,77,0.0118554446
-3760,77,0.0117827602
-3759,77,0.0117135776
-3758,77,0.0116478407
-3757,77,0.0115854938
-3756,77,0.0115264818
-3755,77,0.011469893
-3754,77,0.011415689
-3753,77,0.0113638316
-3752,77,0.0113142823
-3751,77,0.0112670023
-3750,77,0.0112273627
-3749,77,0.0111950954
-3748,77,0.0111701752
-3747,77,0.0111525696
-3746,77,0.011142238
-3745,77,0.0111331438
-3744,77,0.0111252411
-3743,77,0.0111184828
-3742,77,0.0111128207
-3741,77,0.0111082054
-3740,77,0.0111003981
-3739,77,0.0110896396
-3738,77,0.0110771226
-3737,77,0.0110627859
-3736,77,0.0110473729
-3735,77,0.0110312294
-3734,77,0.0110157681
-3733,77,0.0110018449
-3732,77,0.0109909931
-3731,77,0.010984594
-3730,77,0.0109802608
-3729,77,0.0109787665
-3728,77,0.0109808863
-3727,77,0.0109875989
-3726,77,0.0109996828
-3725,77,0.0110152268
-3724,77,0.0110343508
-3723,77,0.0110573728
-3722,77,0.0110844064
-3721,77,0.0111157625
-3720,77,0.0111532091
-3719,77,0.0111974222
-3718,77,0.011249069
-3717,77,0.0113083514
-3716,77,0.0113756821
-3715,77,0.0114424846
-3714,77,0.0115087594
-3713,77,0.011574507
-3712,77,0.0116395285
-3711,77,0.0117040246
-3710,77,0.0117643962
-3709,77,0.0118205512
-3708,77,0.0118725975
-3707,77,0.0119206443
-3706,77,0.0119648022
-3705,77,0.0120061185
-3704,77,0.0120446716
-3703,77,0.0120805404
-3702,77,0.0121138046
-3701,77,0.0121445443
-3700,77,0.0121735389
-3699,77,0.0122006849
-3698,77,0.0122258819
-3697,77,0.0122490324
-3696,77,0.0122700419
-3695,77,0.012293011
-3694,77,0.0123179487
-3693,77,0.0123448638
-3692,77,0.012373765
-3691,77,0.012404661
-3690,77,0.012447243
-3689,77,0.0125014547
-3688,77,0.0125662814
-3687,77,0.0126419543
-3686,77,0.0127276988
-3685,77,0.0128260614
-3684,77,0.0129359494
-3683,77,0.0130565861
-3682,77,0.0131869349
-3681,77,0.0133259002
-3680,77,0.0134816706
-3679,77,0.0136542834
-3678,77,0.013843459
-3677,77,0.0140489236
-3676,77,0.0142703969
-3675,77,0.0145066466
-3674,77,0.0147578784
-3673,77,0.0150235648
-3672,77,0.0153032413
-3671,77,0.0155962924
-3670,77,0.0158987069
-3669,77,0.0162090212
-3668,77,0.0165255784
-3667,77,0.0168465249
-3666,77,0.0171698117
-3665,77,0.0175140809
-3664,77,0.0178696119
-3663,77,0.0182256652
-3662,77,0.018571151
-3661,77,0.0188950194
-3660,77,0.0191932326
-3659,77,0.0194583437
-3658,77,0.0196844114
-3657,77,0.0198679175
-3656,77,0.0200074965
-3655,77,0.0201151598
-3654,77,0.020191763
-3653,77,0.0202387922
-3652,77,0.0202582479
-3651,77,0.020252728
-3650,77,0.0202313857
-3649,77,0.020195274
-3648,77,0.0201454455
-3647,77,0.0200829406
-3646,77,0.0200087776
-3645,77,0.019927274
-3644,77,0.0198389427
-3643,77,0.0197438895
-3642,77,0.0196424132
-3641,77,0.0195348114
-3640,77,0.0194228333
-3639,77,0.0193062954
-3638,77,0.0191850203
-3637,77,0.0190586651
-3636,77,0.0189274574
-3635,77,0.018791329
-3634,77,0.0186500186
-3633,77,0.0185032782
-3632,77,0.0183508739
-3631,77,0.0181925867
-3630,77,0.0180210077
-3629,77,0.0178356004
-3628,77,0.017636144
-3627,77,0.0174222089
-3626,77,0.0171937639
-3625,77,0.0169543234
-3624,77,0.0167039291
-3623,77,0.0164429637
-3622,77,0.0161719494
-3621,77,0.0158915577
-3620,77,0.0155962272
-3619,77,0.0152867796
-3618,77,0.0149642438
-3617,77,0.0146296615
-3616,77,0.0142846885
-3615,77,0.0139254698
-3614,77,0.0135619077
-3613,77,0.0132049213
-3612,77,0.0128659769
-3611,77,0.0125560983
-3610,77,0.0122858281
-3609,77,0.0120628108
-3608,77,0.011892959
-3607,77,0.0117797338
-3606,77,0.0117244147
-3605,77,0.0117191525
-3604,77,0.011763328
-3603,77,0.0118556384
-3602,77,0.0119942093
-3601,77,0.0121763178
-3600,77,0.0123648468
-3599,77,0.0125590091
-3598,77,0.0127576257
-3597,77,0.0129597378
-3596,77,0.0131644186
-3595,77,0.0133794959
-3594,77,0.0136044824
-3593,77,0.0138392965
-3592,77,0.0140836615
-3591,77,0.0143373006
-3590,77,0.0145921411
-3589,77,0.0148480815
-3588,77,0.0151050177
-3587,77,0.0153630146
-3586,77,0.015621765
-3585,77,0.0158901019
-3584,77,0.0161680879
-3583,77,0.0164555319
-3582,77,0.0167521869
-3581,77,0.017057748
-3580,77,0.0173689127
-3579,77,0.0176850511
-3578,77,0.0180054922
-3577,77,0.0183295271
-3576,77,0.0186566328
-3575,77,0.0189832602
-3574,77,0.0193090621
-3573,77,0.0196336839
-3572,77,0.0199567649
-3571,77,0.0202779387
-3570,77,0.0205903155
-3569,77,0.020893656
-3568,77,0.0211877315
-3567,77,0.0214725235
-3566,77,0.0217476246
-3565,77,0.0219922686
-3564,77,0.0222050159
-3563,77,0.0223846052
-3562,77,0.022530161
-3561,77,0.0226413905
-3560,77,0.022723019
-3559,77,0.0227751731
-3558,77,0.0227981277
-3557,77,0.0227922944
-3556,77,0.0227582104
-3555,77,0.0226949685
-3554,77,0.0226026267
-3553,77,0.0224813381
-3552,77,0.0223315525
-3551,77,0.0221536082
-3550,77,0.0219632066
-3549,77,0.0217619255
-3548,77,0.0215517742
-3547,77,0.0213345519
-3546,77,0.0211120091
-3545,77,0.0208717024
-3544,77,0.0206161133
-3543,77,0.0203473407
-3542,77,0.0200675374
-3541,77,0.0197787349
-3540,77,0.0194860795
-3539,77,0.0191898144
-3538,77,0.0188901852
-3537,77,0.0185874469
-3536,77,0.0182820754
-3535,77,0.0179625332
-3534,77,0.0176286549
-3533,77,0.0172803352
-3532,77,0.016918128
-3531,77,0.0165420404
-3530,77,0.016154052
-3529,77,0.0157545284
-3528,77,0.0153438747
-3527,77,0.0149225346
-3526,77,0.0144907669
-3525,77,0.0140576838
-3524,77,0.013625875
-3523,77,0.0131983984
-3522,77,0.0127786522
-3521,77,0.0123703478
-3520,77,0.0119822036
-3519,77,0.0116164692
-3518,77,0.0112750476
-3517,77,0.0109596055
-3516,77,0.0106724813
-3515,77,0.0104232894
-3514,77,0.0102139789
-3513,77,0.0100462924
-3512,77,0.0099215514
-3511,77,0.0098404521
-3510,77,0.0097918961
-3509,77,0.0097758694
-3508,77,0.0097922111
-3507,77,0.0098406239
-3506,77,0.0099206865
-3505,77,0.0100117557
-3504,77,0.0101134635
-3503,77,0.0102253985
-3502,77,0.0103469106
-3501,77,0.0104777115
-3500,77,0.0106100132
-3499,77,0.0107423983
-3498,77,0.0108734947
-3497,77,0.0110020127
-3496,77,0.0111267739
-3495,77,0.0112426163
-3494,77,0.0113483831
-3493,77,0.0114434412
-3492,77,0.0115274227
-3491,77,0.011599881
-3490,77,0.0116693347
-3489,77,0.0117357409
-3488,77,0.0117990519
-3487,77,0.0118592086
-3486,77,0.0119159283
-3485,77,0.0119683638
-3484,77,0.0120166427
-3483,77,0.0120610831
-3482,77,0.0121013975
-3481,77,0.0121378998
-3480,77,0.0121731768
-3479,77,0.0122072177
-3478,77,0.0122400115
-3477,77,0.012271547
-3476,77,0.0123018128
-3475,77,0.0123262395
-3474,77,0.0123423717
-3473,77,0.0123472936
-3472,77,0.0123377564
-3471,77,0.0123102055
-3470,77,0.0122702894
-3469,77,0.0122160286
-3468,77,0.012145781
-3467,77,0.0120581308
-3466,77,0.0119509807
-3465,77,0.0118275696
-3464,77,0.0116872909
-3463,77,0.0115295669
-3462,77,0.0113538566
-3461,77,0.0111596628
-3460,77,0.0109485609
-3459,77,0.0107208195
-3458,77,0.0104767119
-3457,77,0.0102165178
-3456,77,0.0099405242
-3455,77,0.0096655447
-3454,77,0.0093918088
-3453,77,0.0091199334
-3452,77,0.0088502847
-3451,77,0.0085830228
-3450,77,0.008335192
-3449,77,0.0081064194
-3448,77,0.0078968085
-3447,77,0.0077061723
-3446,77,0.0075342432
-3445,77,0.0073849423
-3444,77,0.0072569615
-3443,77,0.0071488549
-3442,77,0.0070588602
-3441,77,0.0069854186
-3440,77,0.0069160432
-3439,77,0.0068505607
-3438,77,0.0067888015
-3437,77,0.0067306004
-3436,77,0.0066757963
-3435,77,0.0066255695
-3434,77,0.0065797203
-3433,77,0.0065380517
-3432,77,0.0065003705
-3431,77,0.0064664866
-3430,77,0.0064330963
-3429,77,0.0064003021
-3428,77,0.0063682071
-3427,77,0.0063369151
-3426,77,0.0063065348
-3425,77,0.0062777684
-3424,77,0.0062508176
-3423,77,0.0062258811
-3422,77,0.006203159
-3421,77,0.0061828537
-3420,77,0.0061625394
-3419,77,0.006142537
-3418,77,0.0061231693
-3417,77,0.0061047637
-3416,77,0.0060876552
-3415,77,0.0060704729
-3414,77,0.0060533845
-3413,77,0.0060365543
-3412,77,0.0060201454
-3411,77,0.0060043206
-3410,77,0.0059894906
-3409,77,0.0059761739
-3408,77,0.0059648986
-3407,77,0.0059564649
-3406,77,0.0059512964
-3405,77,0.0059522845
-3404,77,0.0059621983
-3403,77,0.0059839206
-3402,77,0.0060210015
-3401,77,0.0060776051
-3400,77,0.0061589455
-3399,77,0.0062701303
-3398,77,0.0064167501
-3397,77,0.0066036788
-3396,77,0.0068350637
-3395,77,0.0071058741
-3394,77,0.0074171749
-3393,77,0.0077691049
-3392,77,0.0081615029
-3391,77,0.0085933783
-3390,77,0.0090636559
-3389,77,0.00957063
-3388,77,0.0101125281
-3387,77,0.0106870247
-3386,77,0.0112917461
-3385,77,0.0119135539
-3384,77,0.0125512617
-3383,77,0.0132035886
-3382,77,0.0138691513
-3381,77,0.0145464624
-3380,77,0.0152349527
-3379,77,0.0159331686
-3378,77,0.0166395822
-3377,77,0.0173525963
-3376,77,0.0180705512
-3375,77,0.0187935552
-3374,77,0.0195194154
-3373,77,0.0202454197
-3372,77,0.0209689689
-3371,77,0.0216876553
-3370,77,0.022401594
-3369,77,0.0231100673
-3368,77,0.0238123788
-3367,77,0.024507852
-3366,77,0.0251958292
-3365,77,0.0258777379
-3364,77,0.0265527756
-3363,77,0.0272205074
-3362,77,0.0278802629
-3361,77,0.0285317272
-3360,77,0.0291770604
-3359,77,0.0298152208
-3358,77,0.0304449322
-3357,77,0.0310650262
-3356,77,0.0316748907
-3355,77,0.0322720875
-3354,77,0.0328545703
-3353,77,0.0334198817
-3352,77,0.0339652107
-3351,77,0.0344873768
-3350,77,0.0349832112
-3349,77,0.0354477112
-3348,77,0.0358748303
-3347,77,0.0362594514
-3346,77,0.0365971925
-3345,77,0.0368945187
-3344,77,0.0371503701
-3343,77,0.0373646132
-3342,77,0.0375374145
-3341,77,0.0376697692
-3340,77,0.0377635623
-3339,77,0.037820372
